tag	count	franchises
bulbasaur	1100	pokemon, pokemon frlg, pokemon rgby
outis (project moon)	1100	project moon, limbus company
zara (azur lane)	1100	azur lane
kusanagi nene	1099	project sekai, vocaloid
yamashiro (azur lane)	1099	azur lane
hornet (kancolle)	1098	kantai collection
midorikawa nao	1098	precure, smile precure!
gorou (genshin impact)	1097	genshin impact
magical ruby	1097	fate (series), fate/kaleid liner prisma illya, fate/grand order
tenochtitlan (fate)	1097	fate (series), fate/grand order
nia (blade) (xenoblade)	1096	xenoblade chronicles (series), xenoblade chronicles 2
emperor penguin (kemono friends)	1095	kemono friends
jack-o' valentine	1094	guilty gear, guilty gear strive, guilty gear xrd
kongou kai ni (kancolle)	1094	kantai collection
albedo (overlord)	1093	overlord (maruyama)
ryoumen sukuna (jujutsu kaisen)	1093	jujutsu kaisen
kazusa (band) (blue archive)	1092	blue archive
medjed (fate)	1091	fate (series), fate/grand order
new jersey (azur lane)	1090	azur lane
ookami mio (1st costume)	1090	hololive
sigewinne (genshin impact)	1090	genshin impact
roboco-san	1089	hololive, hololive english
ichihara nina	1088	idolmaster, idolmaster cinderella girls, idolmaster cinderella girls u149
pramanix (arknights)	1088	arknights
caitlyn (league of legends)	1087	league of legends, arcane: league of legends
kamado tanjirou	1087	kimetsu no yaiba
kris (pokemon)	1087	pokemon, pokemon gsc, pokemon adventures
alice margatroid (pc-98)	1086	touhou, touhou (pc-98)
justice (helltaker)	1086	helltaker
little boy admiral (kancolle)	1086	kantai collection
backbeako (torotei)	1085	original, gegege no kitarou
aegir (azur lane)	1082	azur lane
houjou hibiki	1082	precure, suite precure, heartcatch precure!
sakurajima mai	1082	seishun buta yarou
elizabeth rose bloodflame	1081	hololive, hololive english
verxina (umamusume)	1081	umamusume
raiden mei (herrscher of thunder)	1080	honkai (series), honkai impact 3rd
shirayuki (kancolle)	1080	kantai collection
sunny (omori)	1080	omori
cecilia immergreen	1078	hololive, hololive english
eunie (xenoblade)	1075	xenoblade chronicles (series), xenoblade chronicles 3
nagatsuki (kancolle)	1075	kantai collection
garchomp	1074	pokemon, pokemon dppt
yamamura sadako	1074	the ring
oberon (third ascension) (fate)	1073	fate (series), fate/grand order
sister claire	1073	nijisanji
xuangzang sanzang (fate)	1073	fate/grand order, fate (series)
azura (fire emblem)	1072	fire emblem, fire emblem fates, fire emblem heroes
dan heng (imbibitor lunae) (honkai: star rail)	1072	honkai: star rail, honkai (series)
medb (fate)	1071	fate/grand order, fate (series)
satsuki (blue archive)	1071	blue archive
tsukumo benben	1071	touhou
i-26 (kancolle)	1070	kantai collection
okumura haru	1069	persona, persona 5
rimuru tempest	1069	tensei shitara slime datta ken
robin (male) (fire emblem)	1069	fire emblem, fire emblem awakening, fire emblem heroes
sylphiette (mushoku tensei)	1069	mushoku tensei
lucoa (maidragon)	1068	kobayashi-san chi no maidragon
astolfo (sailor paladin) (fate)	1067	fate (series), fate/grand order, fate/apocrypha
backbeard	1067	gegege no kitarou, original
kadotani anzu	1067	girls und panzer
intrepid (kancolle)	1066	kantai collection
narita taishin (umamusume)	1066	umamusume
ilulu (maidragon)	1065	kobayashi-san chi no maidragon
nishida satono	1065	touhou
hirasawa ui	1064	k-on!
miyamoto musashi (swimsuit berserker) (second ascension) (fate)	1064	fate/grand order, fate (series)
hinata (blue archive)	1063	blue archive
leafeon	1063	pokemon, pokemon legends: arceus
fu xuan (honkai: star rail)	1062	honkai: star rail, honkai (series)
nekomata okayu (oversized shirt)	1062	hololive
mobius (honkai impact)	1060	honkai (series), honkai impact 3rd
silica	1060	sword art online, sword art online: code register
zero (mega man)	1060	mega man (series), mega man zero (series), mega man x (series)
aoki reika	1059	precure, smile precure!
araragi koyomi	1058	monogatari (series), bakemonogatari, nisemonogatari
mifune shioriko	1057	love live!, love live! nijigasaki high school idol club
sweep tosho (umamusume)	1057	umamusume
tsunade (naruto)	1057	naruto (series), naruto, naruto shippuuden
ferry (granblue fantasy)	1056	granblue fantasy
frankenstein's monster (fate)	1056	fate (series), fate/grand order, fate/apocrypha
hikawa hina	1056	bang dream!
sailor mars	1056	bishoujo senshi sailor moon
elsa (frozen)	1055	frozen (disney)
ookami mio (casual)	1055	hololive
teireida mai	1054	touhou
yoshizawa kasumi	1054	persona, persona 5, persona 5 the royal
yui (princess connect!)	1054	princess connect!
abe nana	1053	idolmaster, idolmaster cinderella girls, idolmaster cinderella girls starlight stage
alpaca suri (kemono friends)	1052	kemono friends
assam (girls und panzer)	1052	girls und panzer
tsushima (kancolle)	1052	kantai collection
zara (kancolle)	1052	kantai collection
shirogane noel (1st costume)	1051	hololive
hoshimachi suisei (casual)	1050	hololive
producer (idolmaster cinderella girls anime)	1049	idolmaster, idolmaster cinderella girls
isabelle (animal crossing)	1046	animal crossing, super smash bros., mario (series)
takane lui (1st costume)	1045	hololive
agent 8 (splatoon)	1043	splatoon (series), splatoon 2, splatoon 2: octo expansion
caren hortensia	1041	fate (series), fate/hollow ataraxia, fate/grand order
amamiya kokoro	1040	nijisanji
godzilla	1040	godzilla (series), shin godzilla, monsterverse
serina (blue archive)	1039	blue archive
scathach (swimsuit assassin) (fate)	1038	fate/grand order, fate (series)
specter the unchained (arknights)	1038	arknights
elio (pokemon)	1037	pokemon, pokemon sm, pokemon usum
oreki houtarou	1035	hyouka
angela (project moon)	1032	project moon, library of ruina, lobotomy corporation
caesar king (zenless zone zero)	1031	zenless zone zero
raven (dc)	1031	dc comics, teen titans
alisa ilinichina amiella	1029	god eater, god eater burst, god eater 2: rage burst
chara (undertale)	1029	undertale
naegi makoto	1029	danganronpa (series), danganronpa: trigger happy havoc, danganronpa 2: goodbye despair
kousaka tamaki	1028	to heart (series), to heart 2
tamura yuri	1028	watashi ga motenai no wa dou kangaetemo omaera ga warui!
tingyun (honkai: star rail)	1028	honkai: star rail, honkai (series)
micaiah (fire emblem)	1027	fire emblem, fire emblem: radiant dawn, fire emblem heroes
maru-yu (kancolle)	1024	kantai collection
spider-man	1024	marvel, spider-man (series), spider-verse
tomimi (arknights)	1024	arknights
tama (kancolle)	1023	kantai collection
yuzuriha inori	1023	guilty crown
crewmate (among us)	1022	among us, original, hololive
fiammetta (arknights)	1022	arknights
pekomon (usada pekora)	1021	hololive
maruzensky (umamusume)	1020	umamusume
hayasui (kancolle)	1019	kantai collection
jill stingray	1019	va-11 hall-a, girls' frontline
jingei (kancolle)	1019	kantai collection
merlin (fate)	1019	fate (series), fate/grand order, fate/stay night
friend (nanashi mumei)	1018	hololive, hololive english
kiss-shot acerola-orion heart-under-blade	1018	monogatari (series), kizumonogatari, bakemonogatari
oomuro sakurako	1018	yuru yuri, oomuro-ke
artoria caster (second ascension) (fate)	1017	fate/grand order, fate (series)
falin touden (chimera)	1016	dungeon meshi
mari (omori)	1016	omori
murata himeko	1016	honkai (series), honkai impact 3rd
yuuki (sao)	1016	sword art online, sword art online: code register
isshiki iroha	1014	yahari ore no seishun lovecome wa machigatteiru.
sasaki saku	1014	nijisanji
takamatsu tomori	1014	bang dream!, bang dream! it's mygo!!!!!
akane (bunny) (blue archive)	1013	blue archive
nursery rhyme (fate)	1013	fate (series), fate/grand order, fate/extra
froggy nun (diva)	1012	little nuns (diva)
gwen stacy	1011	marvel, spider-man (series), spider-verse
mejiro palmer (umamusume)	1010	umamusume
corin wickes	1009	zenless zone zero
cure sky	1008	precure, hirogaru sky! precure
florence nightingale (trick or treatment) (fate)	1008	fate (series), fate/grand order
matsumoto rangiku	1008	bleach
oshawott	1008	pokemon, pokemon bw, pokemon legends: arceus
prinz eugen (unfading smile) (azur lane)	1008	azur lane
tsukimura temari	1008	gakuen idolmaster, idolmaster
seele (alter ego)	1007	honkai (series), honkai impact 3rd
yorumi rena	1007	nijisanji
kazagumo (kancolle)	1006	kantai collection
mordred (memories at trifas) (fate)	1005	fate (series), fate/apocrypha, fate/grand order
yuri (doki doki literature club)	1005	doki doki literature club
male rover (wuthering waves)	1004	wuthering waves
index (toaru majutsu no index)	1003	toaru majutsu no index, toaru majutsu no index: old testament, toaru kagaku no railgun
35p (sakura miko)	1002	hololive
leon s. kennedy	1002	resident evil, resident evil 4, resident evil 4 (remake)
tenjouin asuka	1001	yu-gi-oh!, yu-gi-oh! gx, yu-gi-oh! 5d's
moogle	1000	final fantasy, final fantasy vii, final fantasy xiv
sucy manbavaran	1000	little witch academia
ingrid brandl galatea	997	fire emblem, fire emblem: three houses, fire emblem heroes
enkidu (fate)	995	fate (series), fate/grand order, fate/strange fake
arcane jinx	993	league of legends, arcane: league of legends
frye (splatoon)	993	splatoon (series), splatoon 3
jinhsi (wuthering waves)	993	wuthering waves
millia rage	993	guilty gear, guilty gear xrd, guilty gear strive
katou asuka	992	watashi ga motenai no wa dou kangaetemo omaera ga warui!
yukishiro honoka	992	precure, futari wa precure, futari wa precure max heart
cerberus (helltaker)	991	helltaker
hokko tarumae (umamusume)	991	umamusume
braixen	990	pokemon
yusa kozue	989	idolmaster, idolmaster cinderella girls
katou megumi	988	saenai heroine no sodatekata
yozora mel	988	hololive, hololive english
homu (honkai impact)	987	honkai (series), honkai impact 3rd, benghuai xueyuan
reed (arknights)	987	arknights
rpk-16 (girls' frontline)	987	girls' frontline
medea (fate)	986	fate (series), fate/stay night, fate/grand order
serika (swimsuit) (blue archive)	985	blue archive
yuuki mikan	985	to love-ru, to love-ru darkness
dio brando	984	jojo no kimyou na bouken, stardust crusaders, phantom blood
tiki (adult) (fire emblem)	984	fire emblem, fire emblem awakening, fire emblem heroes
fujishima megumi	983	link! like! love live!, love live!
yoroizuka mizore	982	hibike! euphonium, liz to aoi tori
eurasian eagle owl (kemono friends)	981	kemono friends
saga (arknights)	981	arknights
air shakur (umamusume)	980	umamusume
jaguar (kemono friends)	980	kemono friends
waver velvet	980	fate (series), fate/zero, fate/grand order
hishi miracle (umamusume)	979	umamusume
mioda ibuki	978	danganronpa (series), danganronpa 2: goodbye despair, danganronpa: trigger happy havoc
clarisse (granblue fantasy)	977	granblue fantasy
eunectes (arknights)	977	arknights
frostnova (arknights)	977	arknights
mizuno ai	977	zombie land saga
acerola (pokemon)	974	pokemon, pokemon sm, pokemon masters ex
baobhan sith (swimsuit pretender) (fate)	973	fate/grand order, fate (series)
heanna sumire	973	love live!, love live! superstar!!
tsunomaki watame (1st costume)	973	hololive
funami yui	972	yuru yuri
bronya rand	971	honkai (series), honkai: star rail
saki (swimsuit) (blue archive)	971	blue archive
sorceress (dragon's crown)	971	dragon's crown
layla (genshin impact)	969	genshin impact
minna-dietlinde wilcke	968	world witches series, strike witches
akira (blue archive)	967	blue archive
copano rickey (umamusume)	967	umamusume
jessica (arknights)	967	arknights
lux (league of legends)	967	league of legends
saijo juri	966	idolmaster, idolmaster shiny colors
squirtle	966	pokemon, pokemon frlg, pokemon rgby
theresa (arknights)	965	arknights
snivy	964	pokemon, pokemon bw2, pokemon bw
magnemite	963	pokemon, pokemon sv
shouhou (kancolle)	963	kantai collection
kujou karen	962	kin-iro mosaic
mizuki (arknights)	962	arknights
ui (swimsuit) (blue archive)	962	blue archive
kiana kaslana (herrscher of finality)	961	honkai (series), honkai impact 3rd
thoma (genshin impact)	961	genshin impact
fuji kiseki (umamusume)	959	umamusume
elegg (nikke)	958	goddess of victory: nikke
himejima akeno	958	high school dxd, high school dxd born
tony tony chopper	957	one piece
danua	956	granblue fantasy
rabbit yukine	956	vocaloid
enemy aircraft (kancolle)	955	kantai collection
haramura nodoka	955	saki (manga)
shirogane noel (casual)	955	hololive
bianca (pokemon)	953	pokemon, pokemon bw, pokemon bw2
riesz	953	seiken densetsu, seiken densetsu 3
gold city (umamusume)	952	umamusume
nadia la arwall	952	fushigi no umi no nadia
minamoto sakura	951	zombie land saga
suzukaze aoba	950	new game!
iwakura lain	949	serial experiments lain
omaru polka (1st costume)	948	hololive
aubrey (faraway) (omori)	947	omori
izutsumi	947	dungeon meshi
marie rose	947	dead or alive, dead or alive 5
ryuzaki kaoru	946	idolmaster, idolmaster cinderella girls, idolmaster cinderella girls u149
emiya kiritsugu	945	fate (series), fate/zero, fate/grand order
tendou akane	945	ranma 1/2
hare (blue archive)	944	blue archive
lyria (granblue fantasy)	944	granblue fantasy
feater (arknights)	943	arknights
keqing (opulent splendor) (genshin impact)	943	genshin impact
erika (pokemon)	942	pokemon, pokemon frlg, pokemon lgpe
meltryllis (swimsuit lancer) (first ascension) (fate)	942	fate (series), fate/grand order
taiki shuttle (umamusume)	942	umamusume
ichijou ririka	941	hololive, hololive dev is
mudrock (elite ii) (arknights)	941	arknights
himesaki rinami	938	gakuen idolmaster, idolmaster
yuuki (princess connect!)	938	princess connect!, puchimasu!
seele (honkai: star rail)	937	honkai (series), honkai: star rail
failure penguin	936	kantai collection
raihan (pokemon)	936	pokemon, pokemon swsh
shinku	935	rozen maiden
bagpipe (arknights)	933	arknights
bb (swimsuit mooncancer) (second ascension) (fate)	933	fate (series), fate/grand order
frederica bernkastel	932	umineko no naku koro ni
hourai doll	932	touhou
mitake ran	932	bang dream!
accelerator (toaru majutsu no index)	931	toaru majutsu no index, toaru majutsu no index: old testament, toaru kagaku no railgun
euryale (fate)	931	fate (series), fate/grand order, fate/hollow ataraxia
izayoi aki	931	yu-gi-oh!, yu-gi-oh! 5d's, yu-gi-oh! gx
sakura chiyono o (umamusume)	931	umamusume
type 95 (girls' frontline)	931	girls' frontline
vira (granblue fantasy)	931	granblue fantasy
alice zuberg	930	sword art online, sword art online: alicization
amane kanata (work)	930	hololive
hammann (azur lane)	930	azur lane
kaine (nier)	930	nier (series), nier, nier:automata
yamato takeru (fate)	930	fate (series), fate/samurai remnant, fate/grand order
yoshikawa chinatsu	930	yuru yuri
maizono sayaka	929	danganronpa (series), danganronpa: trigger happy havoc, danganronpa 2: goodbye despair
kaf (kamitsubaki studio)	928	kamitsubaki studio
nanao yuriko	928	idolmaster, idolmaster million live!, idolmaster million live! theater days
biwa hayahide (umamusume)	926	umamusume
sailor jupiter	925	bishoujo senshi sailor moon
yokoyama nao	923	idolmaster, idolmaster million live!, idolmaster million live! theater days
luma (mario)	922	mario (series), super mario galaxy, super smash bros.
shikanoin heizou	922	genshin impact
still in love (umamusume)	922	umamusume
chito (shoujo shuumatsu ryokou)	921	shoujo shuumatsu ryokou
hiiragi utena	921	mahou shoujo ni akogarete
tomoe hotaru	921	bishoujo senshi sailor moon, bishoujo senshi sailor moon s
momo velia deviluke	920	to love-ru, to love-ru darkness
yuuri (shoujo shuumatsu ryokou)	919	shoujo shuumatsu ryokou
asagumo (kancolle)	918	kantai collection
kino (kino no tabi)	918	kino no tabi
ushiromiya battler	918	umineko no naku koro ni
carpaccio (girls und panzer)	917	girls und panzer
commander (nikke)	917	goddess of victory: nikke
helltaker (character)	917	helltaker
misaki (blue archive)	917	blue archive
rhea (fire emblem)	917	fire emblem, fire emblem: three houses, fire emblem heroes
shizuka rin	916	nijisanji
iruma miu	914	danganronpa (series), danganronpa v3: killing harmony
kazanari tsubasa	914	senki zesshou symphogear
oozora subaru (1st costume)	913	hololive
abigail williams (swimsuit foreigner) (third ascension) (fate)	912	fate (series), fate/grand order
guoba (genshin impact)	912	genshin impact
kaela kovalskia	910	hololive, hololive indonesia, hololive english
penance (arknights)	910	arknights
